CODIGO_PROYECTO;SUBDIRECCION;PROGRAMA;INSTRUMENTO;NOMBRE_CONCURSO;ESTADO_DE_ADJUDICACION;DISCIPLINA OECD;REGION_EJECUCION;TIPO_BENEFICIARIO;TIPO DE INSTITUCION;SEXO;ANO_FALLO;MACRO ZONA
NCN07_078;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2007;SUR
NCN07_081;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCS07_038;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2007 NUCLEOS MILENIO DE INVESTIGACION EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCS07_039-R10;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2007 NUCLEOS MILENIO DE INVESTIGACION EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCS07_042;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2007 NUCLEOS MILENIO DE INVESTIGACION EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2007;SUR
NCN10_044;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
NCN10_048;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
NCN10_052;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
NCN10_055;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
NCN10_056;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2011;SUR
NCS10_010;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2011;SUR
NCN12_025;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;SUR
NCN13_070;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2014;SUR
NCN13_088;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2014;SUR
NCS13_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2014;SUR
NCS13_027;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2014;SUR
ICS13_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA INSTITUTOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2014;SUR
NCN16_045;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2016;SUR
NCN16_084;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2016;SUR
NCN16_089;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2016;SUR
NCN17_057;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2017;SUR
NCN17_105;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2017;SUR
NCS17_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;SUR
NCS17_054;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;SUR
NCS17_079;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;SUR
NCN19_039;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2020;SUR
NCN19_083;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;SUR
NCN19_109;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;SUR
NCN19_158;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;MUJER;2020;SUR
ICS19_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;SUR
NCS21_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;SUR
NCS21_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;SUR
NCS21_061;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;SUR
NCS21_074;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;SUR
NCS21_080;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;SUR
NCN99_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN01_016;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2001;SUR
NCN01_055;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2001;SUR
NCN01_057-R04;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2001;SUR
NCN01_058;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2001;SUR
NCN02_046;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2003;SUR
NCN02_047;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2003;SUR
NCN04_062;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2004 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;MUJER;2005;SUR
NCN06_060;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_071;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
ICN09_024;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2009 INSTITUTOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2010;SUR
NCS10_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
NCS10_040;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2011;SUR
ICS13_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA INSTITUTOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2014;SUR
NCS17_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;HOMBRE;2017;SUR
NCN19_014;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;MUJER;2020;SUR
NCN21_033;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;MUJER;2021;SUR
NCS21_059;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS LAGOS;PERSONA NATURAL;NO APLICA;MUJER;2021;SUR
ICN99_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_058;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_060;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
ICN05_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2005 INSTITUTOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2005;SUR
NCN06_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN06_025;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN06_027;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN06_063;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_065;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_068;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_072;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_073;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCN07_074;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
NCS07_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2007 NUCLEOS MILENIO DE INVESTIGACION EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE LOS RIOS;PERSONA NATURAL;NO APLICA;HOMBRE;2007;SUR
